obs,cons,price,gdpc1,dq1,dq2,dq3,dq4,covid,lc,lp,ly,time,lc_1,lc_2,lc_3,ly_1,ly_2,ly_3,ly_4,ly_5,ly_6,lp_1,lp_2
2013Q3,8980.98333333333,3.63666666666667,16594.7,0,0,1,0,0,9.10286465789964,1.29106751117687,9.71683864625641,90,9.0709269521933,9.03702414520729,9.05951942022422,9.70895575321116,9.70756390532389,9.69892038679485,9.69782776556174,9.69607585414762,9.69153119061248,1.29946478578516,1.29070080783576
2013Q4,8935.91666666667,3.36633333333333,16712.8,0,0,0,1,0,9.0978340151311,1.21382412037631,9.72393017188484,91,9.10286465789964,9.0709269521933,9.03702414520729,9.71683864625641,9.70895575321116,9.70756390532389,9.69892038679485,9.69782776556174,9.69607585414762,1.29106751117687,1.29946478578516
2014Q1,8465.75,3.47733333333333,16654.2,1,0,0,0,0,9.04378389076061,1.24626571651619,9.72041771585059,92,9.0978340151311,9.10286465789964,9.0709269521933,9.72393017188484,9.71683864625641,9.70895575321116,9.70756390532389,9.69892038679485,9.69782776556174,1.21382412037631,1.29106751117687
2014Q2,8916.36666666667,3.75033333333333,16868.1,0,1,0,0,0,9.09564381823023,1.32184472492083,9.73317954323399,93,9.04378389076061,9.0978340151311,9.10286465789964,9.72041771585059,9.72393017188484,9.71683864625641,9.70895575321116,9.70756390532389,9.69892038679485,1.24626571651619,1.21382412037631
2014Q3,8921.48333333333,3.579,17064.6,0,0,1,0,0,9.0962175047235,1.27508343178389,9.74476142127705,94,9.09564381823023,9.04378389076061,9.0978340151311,9.73317954323399,9.72041771585059,9.72393017188484,9.71683864625641,9.70895575321116,9.70756390532389,1.32184472492083,1.24626571651619
2014Q4,9131.2,2.96133333333333,17141.2,0,0,0,1,0,9.11945239978244,1.08563961736407,9.74924020136968,95,9.0962175047235,9.09564381823023,9.04378389076061,9.74476142127705,9.73317954323399,9.72041771585059,9.72393017188484,9.71683864625641,9.70895575321116,1.27508343178389,1.32184472492083
2015Q1,8805.35,2.35166666666667,17280.6,1,0,0,0,0,9.08311477028226,0.855124296636668,9.75733976397747,96,9.11945239978244,9.0962175047235,9.09564381823023,9.74924020136968,9.74476142127705,9.73317954323399,9.72041771585059,9.72393017188484,9.71683864625641,1.08563961736407,1.27508343178389
2015Q2,9213.18333333333,2.74733333333333,17380.9,0,1,0,0,0,9.12839070832843,1.01063074424852,9.76312718113804,97,9.08311477028226,9.11945239978244,9.0962175047235,9.75733976397747,9.74924020136968,9.74476142127705,9.73317954323399,9.72041771585059,9.72393017188484,0.855124296636668,1.08563961736407
2015Q3,9368.56666666667,2.68933333333333,17437.1,0,0,1,0,0,9.14511539305815,0.989293331423856,9.76635539923252,98,9.12839070832843,9.08311477028226,9.11945239978244,9.76312718113804,9.75733976397747,9.74924020136968,9.74476142127705,9.73317954323399,9.72041771585059,1.01063074424852,0.855124296636668
2015Q4,9207.26666666667,2.26366666666667,17462.6,0,0,0,1,0,9.12774830633824,0.816985917463545,9.76781673010573,99,9.14511539305815,9.12839070832843,9.08311477028226,9.76635539923252,9.76312718113804,9.75733976397747,9.74924020136968,9.74476142127705,9.73317954323399,0.989293331423856,1.01063074424852
